2014,Minnesota Twins,83762500
2004,St. Louis Cardinals,83228333
2005,Los Angeles Dodgers,83039000
2009,San Francisco Giants,83026450
2003,San Francisco Giants,82852167
2012,Atlanta Braves,82829942
2006,Detroit Tigers,82612866
2012,Cincinnati Reds,82203616
2014,Cleveland Indians,82151899
2004,San Francisco Giants,82019166
2012,Seattle Mariners,81978100
2007,Toronto Blue Jays,81942800
2014,Chicago White Sox,81830500
2010,Baltimore Orioles,81612500
2009,Cleveland Indians,81579166
2004,Seattle Mariners,81515834
2000,Baltimore Orioles,81447435
2010,Milwaukee Brewers,81108278
2000,Arizona Diamondbacks,81027833
2008,Milwaukee Brewers,80937499
1999,Los Angeles Dodgers,80862453
2012,Washington Nationals,80855143
2003,Arizona Diamondbacks,80657000
1999,Baltimore Orioles,80605863
2009,Toronto Blue Jays,80538300
2002,Seattle Mariners,80282668
2009,Milwaukee Brewers,80182502
2013,Kansas City Royals,80091725
2003,Chicago Cubs,79868333
2000,New York Mets,79509776
2007,Oakland Athletics,79366940
2015,Oakland Athletics,79053501
2003,Anaheim Angels,79031667
2008,Cleveland Indians,78970066
2002,Cleveland Indians,78909449
2001,St. Louis Cardinals,78538333
2012,Cleveland Indians,78430300
2002,San Francisco Giants,78299835
2012,Colorado Rockies,78069571
2000,Boston Red Sox,77940333
2012,Baltimore Orioles,77353999
2016,Miami Marlins,77314202
2014,Pittsburgh Pirates,77178000
2013,Pittsburgh Pirates,77062000
2013,Milwaukee Brewers,76947033
2001,Toronto Blue Jays,76895999
2002,Toronto Blue Jays,76864333
2005,Houston Astros,76779000
1999,Texas Rangers,76709931
2008,San Francisco Giants,76594500
2011,Cincinnati Reds,75947134
2000,Cleveland Indians,75880771
2013,Cleveland Indians,75771800
2002,Chicago Cubs,75690833
2014,San Diego Padres,75685700
2004,Houston Astros,75397000
2013,Minnesota Twins,75337500
2009,Colorado Rockies,75201000
2005,Chicago White Sox,75178000
2012,Toronto Blue Jays,75009200
2001,Seattle Mariners,74720834
2002,St. Louis Cardinals,74660875
2014,Kansas City Royals,74594075
2013,Colorado Rockies,74409071
2016,Cleveland Indians,74311900
2008,Cincinnati Reds,74117695
2013,Seattle Mariners,74005043
2005,Baltimore Orioles,73914333
2003,Baltimore Orioles,73877500
2012,Arizona Diamondbacks,73804833
2008,San Diego Padres,73677616
2009,Cincinnati Reds,73558500
1999,Atlanta Braves,73140000
2009,Arizona Diamondbacks,73115666
1999,Cleveland Indians,72978462
2014,Tampa Bay Rays,72689100
2006,Baltimore Orioles,72585582
2014,Oakland Athletics,72408400
1998,Baltimore Orioles,72355634
2015,Houston Astros,72256200
2010,Tampa Bay Rays,71923471
2015,Atlanta Braves,71781250
2010,Cincinnati Reds,71761542
2001,Colorado Rockies,71541334
2007,Minnesota Twins,71439500
2010,Kansas City Royals,71405210
2006,Toronto Blue Jays,71365000
2003,Houston Astros,71040000
2007,Milwaukee Brewers,70986500
2000,Texas Rangers,70795921
2003,Philadelphia Phillies,70780000
2011,Houston Astros,70694000
2009,Kansas City Royals,70519333
2006,San Diego Padres,69896141
2004,Arizona Diamondbacks,69780750
2005,Detroit Tigers,69092000
2016,Milwaukee Brewers,68775237
1999,Arizona Diamondbacks,68703999
2008,Colorado Rockies,68655500
2007,Cincinnati Reds,68524980
2016,Atlanta Braves,68498291
2007,Texas Rangers,68318675
2006,Texas Rangers,68228662
2009,Texas Rangers,68178798
2015,Miami Marlins,68056500
2008,Texas Rangers,67712326
2001,Baltimore Orioles,67599540
2008,Baltimore Orioles,67196246
2003,Colorado Rockies,67179667
2007,Kansas City Royals,67116500
2009,Baltimore Orioles,67101666
1998,New York Yankees,66806867
2011,Oakland Athletics,66536500
2008,Arizona Diamondbacks,66202712
2001,Chicago White Sox,65653667
2013,San Diego Padres,65585500
2014,Chicago Cubs,65522500
2004,Colorado Rockies,65445167
2009,Minnesota Twins,65299266
2004,Chicago White Sox,65212500
1999,New York Mets,65092092
2001,Chicago Cubs,64715833
2015,Tampa Bay Rays,64521233
2012,Tampa Bay Rays,64173500
2011,Washington Nationals,63856928
1999,Boston Red Sox,63497500
2002,Houston Astros,63448417
2006,Minnesota Twins,63396006
2009,Tampa Bay Rays,63313034
2005,San Diego Padres,63290833
2001,San Francisco Giants,63280167
2006,Washington Nationals,63143000
2012,Pittsburgh Pirates,62951999
2000,Tampa Bay Devil Rays,62765129
2011,Toronto Blue Jays,62567800
1999,Chicago Cubs,62343000
2005,Arizona Diamondbacks,62329166
2006,Oakland Athletics,62243079
1997,New York Yankees,62241545
2010,Toronto Blue Jays,62234000
1999,Colorado Rockies,61935837
2009,Oakland Athletics,61910000
2005,Cincinnati Reds,61892583
2015,Arizona Diamondbacks,61834000
2002,Anaheim Angels,61721667
2007,Cleveland Indians,61673267
2000,St. Louis Cardinals,61453863
2010,Washington Nationals,61400000
2010,Cleveland Indians,61203966
1998,Atlanta Braves,61186000
2000,Colorado Rockies,61111190
2012,Kansas City Royals,60916225
2006,Cincinnati Reds,60909519
1998,Cleveland Indians,60800166
2010,Arizona Diamondbacks,60718166
2012,Houston Astros,60651000
2001,Houston Astros,60612667
2000,Chicago Cubs,60539333
2002,Baltimore Orioles,60493487
2005,Florida Marlins,60408834
2013,Oakland Athletics,60132500
2009,Washington Nationals,59928000
2006,Arizona Diamondbacks,59684226
2004,Oakland Athletics,59425667
2003,Cincinnati Reds,59355667
2016,Philadelphia Phillies,58980000
2000,Seattle Mariners,58915000
1997,Baltimore Orioles,58516400
2000,Detroit Tigers,58265167
2008,Kansas City Royals,58245500
2007,San Diego Padres,58110567
2002,Philadelphia Phillies,57954999
2001,Pittsburgh Pirates,57760833
1997,Chicago White Sox,57740000
2006,Milwaukee Brewers,57568333
2016,Tampa Bay Rays,57097310
2002,Chicago White Sox,57052833
2010,Florida Marlins,57029719
2001,Tampa Bay Devil Rays,56980000
2011,Florida Marlins,56944000
2008,Minnesota Twins,56932766
2002,Colorado Rockies,56851043
1997,Cleveland Indians,56802460
1998,Boston Red Sox,56757000
1998,Texas Rangers,56572095
2005,Minnesota Twins,56186000
2006,Cleveland Indians,56031500
2005,Texas Rangers,55849000
2003,Minnesota Twins,55505000
2005,Oakland Athletics,55425762
1999,Anaheim Angels,55388166
2004,San Diego Padres,55384833
2012,Oakland Athletics,55372500
2010,Oakland Athletics,55254900
2010,Texas Rangers,55250544
2012,San Diego Padres,55244700
2004,Texas Rangers,55050417
2002,Detroit Tigers,55048000
2008,Washington Nationals,54961000
1999,Houston Astros,54914000
2000,San Diego Padres,54821000
2003,Pittsburgh Pirates,54812429
1998,St. Louis Cardinals,54672521
1996,Baltimore Orioles,54490315
1996,New York Yankees,54191792
1999,Seattle Mariners,54125003
1998,Seattle Mariners,54087036
2007,Colorado Rockies,54041000
2000,San Francisco Giants,53737826
2011,Arizona Diamondbacks,53639833
2004,Minnesota Twins,53585000
1997,Texas Rangers,53448838
2001,Detroit Tigers,53416167
2013,Tampa Bay Rays,52955272
1997,Atlanta Braves,52278500
1998,New York Mets,52077999
2007,Arizona Diamondbacks,52067546
2003,Montreal Expos,51948500
2004,Baltimore Orioles,51623333
2000,Anaheim Angels,51464167
1998,Toronto Blue Jays,51376000
2000,Houston Astros,51289111
2003,Toronto Blue Jays,51269000
2003,Chicago White Sox,51010000
1998,Chicago Cubs,50838000
1995,Toronto Blue Jays,50590000
1998,Colorado Rockies,50484648
2002,Milwaukee Brewers,50287833
2003,Oakland Athletics,50260834
2004,Toronto Blue Jays,50017000
1999,St. Louis Cardinals,49778195
1999,San Diego Padres,49768179
1997,Cincinnati Reds,49768000
1996,Atlanta Braves,49698500
2003,Florida Marlins,49450000
2013,New York Mets,49448346
1994,Atlanta Braves,49383513
2003,Detroit Tigers,49168000
2001,Cincinnati Reds,48986000
1995,New York Yankees,48874851
1998,Los Angeles Dodgers,48820000
2011,Cleveland Indians,48776566
2009,Pittsburgh Pirates,48693000
1997,Florida Marlins,48692500
2008,Pittsburgh Pirates,48689783
2003,Cleveland Indians,48584834
2005,Washington Nationals,48581500
1996,Cleveland Indians,48107360
2008,Oakland Athletics,47967126
2005,Colorado Rockies,47839000
2004,Kansas City Royals,47609000
2001,Anaheim Angels,47535167
2000,Philadelphia Phillies,47308000
2006,Kansas City Royals,47294000
1993,Toronto Blue Jays,47279166
2002,Kansas City Royals,47257000
1995,Atlanta Braves,47235445
1997,Toronto Blue Jays,47079833
1995,Chicago White Sox,46961282
2000,Cincinnati Reds,46867200
1998,San Diego Padres,46861500
2004,Detroit Tigers,46832000
2006,Pittsburgh Pirates,46717750
2004,Cincinnati Reds,46615250
1999,San Francisco Giants,46595057
2011,San Diego Padres,45869140
1994,New York Yankees,45731334
2005,Toronto Blue Jays,45719500
1997,St. Louis Cardinals,45456667
1999,Toronto Blue Jays,45444333
1997,Los Angeles Dodgers,45380304
2003,San Diego Padres,45210000
1996,Chicago White Sox,45139500
2002,Cincinnati Reds,45050390
2011,Pittsburgh Pirates,45047000
1993,Cincinnati Reds,44879666
2000,Toronto Blue Jays,44838332
1992,Toronto Blue Jays,44788666
1992,Los Angeles Dodgers,44788166
1992,New York Mets,44602002
1995,Baltimore Orioles,43942521
2001,Milwaukee Brewers,43886833
2008,Tampa Bay Rays,43820597
1992,Boston Red Sox,43610584
1997,Colorado Rockies,43559667
1997,Boston Red Sox,43558750
1994,Toronto Blue Jays,43433668
1999,Milwaukee Brewers,43377395
2009,San Diego Padres,43333700
1995,Cincinnati Reds,43144670
1994,San Francisco Giants,42638666
1993,New York Yankees,42624900
1998,San Francisco Giants,42565834
1996,Cincinnati Reds,42526334
1996,Boston Red Sox,42393500
1998,Houston Astros,42374000
2002,Pittsburgh Pirates,42323599
1997,Chicago Cubs,42155333
2004,Florida Marlins,42143042
2002,Florida Marlins,41979917
2014,Miami Marlins,41836900
2001,Philadelphia Phillies,41663833
1993,Atlanta Braves,41641417
1997,Seattle Mariners,41540661
2005,Cleveland Indians,41502500
1994,Detroit Tigers,41446501
2002,San Diego Padres,41425000
1993,Kansas City Royals,41346167
1996,Seattle Mariners,41328501
1998,Florida Marlins,41322667
1998,Anaheim Angels,41281000
2006,Colorado Rockies,41233000
2011,Tampa Bay Rays,41053571
1992,Oakland Athletics,41035000
1994,Cincinnati Reds,40961833
2004,Montreal Expos,40897500
2003,Milwaukee Brewers,40627000
1994,Kansas City Royals,40541334
2003,Kansas City Royals,40518000
2002,Minnesota Twins,40425000
1996,St. Louis Cardinals,40269667
1996,Colorado Rockies,40179823
2002,Oakland Athletics,40004167
2005,Milwaukee Brewers,39934833
1997,New York Mets,39800400
1993,Chicago White Sox,39696166
1993,Chicago Cubs,39386666
1993,Los Angeles Dodgers,39331999
1995,Los Angeles Dodgers,39273201
1994,Chicago White Sox,39183836
2001,San Diego Padres,39182833
1993,New York Mets,39043667
1996,Texas Rangers,39041528
1999,Tampa Bay Devil Rays,38870000
1994,Baltimore Orioles,38849769
2002,Montreal Expos,38670500
2007,Pittsburgh Pirates,38537833
1998,Chicago White Sox,38335000
1993,Detroit Tigers,38150165
2005,Pittsburgh Pirates,38133000
1994,Los Angeles Dodgers,38000001
1995,Cleveland Indians,37937835
1994,Boston Red Sox,37859084
1993,Oakland Athletics,37812333
2010,San Diego Padres,37799300
1995,Oakland Athletics,37739225
1992,New York Yankees,37543334
1997,San Diego Padres,37363672
1996,San Francisco Giants,37144725
1993,Boston Red Sox,37120583
1995,St. Louis Cardinals,37101000
1995,Detroit Tigers,37044168
1991,Oakland Athletics,36999167
2007,Washington Nationals,36947500
2005,Kansas City Royals,36881000
1998,Kansas City Royals,36862500
2009,Florida Marlins,36834000
1997,Philadelphia Phillies,36656500
2000,Milwaukee Brewers,36505333
1999,Detroit Tigers,36489666
1995,Seattle Mariners,36481311
1995,San Francisco Giants,36462777
1993,Texas Rangers,36376959
1998,Philadelphia Phillies,36297500
1994,Chicago Cubs,36287333
1992,Cincinnati Reds,35931499
2001,Florida Marlins,35762500
2011,Kansas City Royals,35712000
1997,San Francisco Giants,35592378
2001,Kansas City Royals,35422500
1996,Los Angeles Dodgers,35355000
1991,Boston Red Sox,35167500
2001,Montreal Expos,35159500
2014,Houston Astros,35116300
1993,San Francisco Giants,35050000
2010,Pittsburgh Pirates,34943000
2006,Tampa Bay Devil Rays,34917967
1997,Houston Astros,34777500
1992,California Angels,34749334
1997,Kansas City Royals,34655000
1992,Atlanta Braves,34625333
1995,Texas Rangers,34581451
2002,Tampa Bay Devil Rays,34380000
2004,Cleveland Indians,34319300
1996,Philadelphia Phillies,34314500
1994,Oakland Athletics,34172500
1995,Houston Astros,34169834
1995,Colorado Rockies,34154717
1997,Minnesota Twins,34072500
1999,Cincinnati Reds,33962761
1992,Pittsburgh Pirates,33944167
1998,Milwaukee Brewers,33914904
1992,Kansas City Royals,33893834
2001,Oakland Athletics,33810750
2013,Miami Marlins,33601900
1992,San Francisco Giants,33163168
1994,Houston Astros,33126000
1996,Chicago Cubs,33081000
1991,California Angels,33060001
2000,Montreal Expos,32994333
1994,Texas Rangers,32973597
1991,Los Angeles Dodgers,32790664
1993,Seattle Mariners,32696333
1991,New York Mets,32590001
1995,Boston Red Sox,32455518
1998,Arizona Diamondbacks,32347000
2004,Pittsburgh Pirates,32227929
2000,Oakland Athletics,31971333
1999,Philadelphia Phillies,31692500
1994,Philadelphia Phillies,31599000
1995,California Angels,31223171
1997,Anaheim Angels,31135472
2000,Chicago White Sox,31133500
1996,Florida Marlins,31022500
1992,Milwaukee Brewers,31013667
1991,San Francisco Giants,30967666
1994,New York Mets,30956583
1995,Philadelphia Phillies,30555945
2007,Florida Marlins,30507000
1994,Cleveland Indians,30490500
1993,Houston Astros,30210500
1992,Chicago White Sox,30160833
1992,Texas Rangers,30128167
1992,Chicago Cubs,29829686
2005,Tampa Bay Devil Rays,29679067
2004,Tampa Bay Devil Rays,29556667
1996,Toronto Blue Jays,29555083
1995,Kansas City Royals,29532834
1995,Chicago Cubs,29505834
1994,St. Louis Cardinals,29275601
1994,Seattle Mariners,29228500
1993,Baltimore Orioles,29096500
2000,Pittsburgh Pirates,28928334
1996,California Angels,28738000
1993,California Angels,28588334
1993,Philadelphia Phillies,28538334
1996,Houston Astros,28487000
1994,Minnesota Twins,28438500
1996,San Diego Padres,28348172
1993,Minnesota Twins,28217933
1992,Minnesota Twins,28027834
1998,Minnesota Twins,27927500
1995,New York Mets,27674992
1992,St. Louis Cardinals,27583836
2004,Milwaukee Brewers,27528500
1991,New York Yankees,27344168
1992,Detroit Tigers,27322834
1998,Tampa Bay Devil Rays,27280000
1992,San Diego Padres,26854167
1995,San Diego Padres,26382334
1991,Kansas City Royals,26319834
1991,Cincinnati Reds,26305333
1999,Kansas City Royals,26225000
1999,Chicago White Sox,25620000
1993,San Diego Padres,25511333
1995,Minnesota Twins,25410500
1994,California Angels,25156218
1993,Pittsburgh Pirates,24822467
1999,Pittsburgh Pirates,24697666
1995,Florida Marlins,24515781
1996,New York Mets,24479500
1999,Oakland Athletics,24431833
1992,Philadelphia Phillies,24383834
1994,Milwaukee Brewers,24350500
1994,Pittsburgh Pirates,24217250
2001,Minnesota Twins,24130000
2007,Tampa Bay Devil Rays,24123500
1998,Detroit Tigers,24065000
1997,Oakland Athletics,24018500
1994,Colorado Rockies,23887333
1991,Detroit Tigers,23838333
1993,Milwaukee Brewers,23806834
1992,Baltimore Orioles,23780667
1997,Milwaukee Brewers,23655338
1991,Pittsburgh Pirates,23634667
1996,Detroit Tigers,23438000
2000,Kansas City Royals,23433000
1993,St. Louis Cardinals,23367334
1991,Minnesota Twins,23361833
1990,Kansas City Royals,23361084
1992,Seattle Mariners,23179833
1991,Chicago Cubs,23175667
1996,Minnesota Twins,23117000
1991,Milwaukee Brewers,23115500
1996,Pittsburgh Pirates,23017500
1998,Cincinnati Reds,23005000
1991,Philadelphia Phillies,22487332
1991,San Diego Padres,22150001
1991,St. Louis Cardinals,21860001
2008,Florida Marlins,21811500
1996,Milwaukee Brewers,21730000
1990,New York Mets,21722834
1990,California Angels,21720000
1994,Florida Marlins,21633000
1990,Los Angeles Dodgers,21318704
1998,Oakland Athletics,21303000
1999,Minnesota Twins,21257500
1996,Oakland Athletics,21243000
1999,Florida Marlins,21085000
1989,Los Angeles Dodgers,21071562
1990,New York Yankees,20912318
1990,Boston Red Sox,20558333
1990,St. Louis Cardinals,20523334
1996,Kansas City Royals,20281250
1991,Toronto Blue Jays,19902417
1990,Oakland Athletics,19887501
1989,New York Mets,19885071
2000,Florida Marlins,19872000
1990,Milwaukee Brewers,19719167
2003,Tampa Bay Devil Rays,19630000
1988,New York Yankees,19441152
1990,San Francisco Giants,19335333
1993,Florida Marlins,19330545
1997,Montreal Expos,19295500
1994,Montreal Expos,19098000
1993,Montreal Expos,18899333
1989,Kansas City Royals,18683568
1993,Cleveland Indians,18561000
1986,New York Yankees,18494253
1991,Atlanta Braves,18403500
1995,Pittsburgh Pirates,18355345
1990,Houston Astros,18330000
1991,Texas Rangers,18224500
1999,Montreal Expos,17903000
2013,Houston Astros,17890700
1995,Milwaukee Brewers,17798825
1990,Toronto Blue Jays,17756834
1991,Cleveland Indians,17635000
1990,Detroit Tigers,17593238
1990,San Diego Padres,17588334
1991,Baltimore Orioles,17519000
1989,Boston Red Sox,17481748
1997,Detroit Tigers,17272000
1986,Chicago Cubs,17208165
1989,New York Yankees,17114375
1986,Atlanta Braves,17102786
1987,New York Yankees,17099714
1991,Chicago White Sox,16919667
1988,Los Angeles Dodgers,16850515
1990,Montreal Expos,16586388
1987,Atlanta Braves,16544560
2000,Minnesota Twins,16519500
1996,Montreal Expos,16264500
1989,Toronto Blue Jays,16261666
1989,St. Louis Cardinals,16078833
1992,Montreal Expos,15822334
1991,Seattle Mariners,15691833
1989,Oakland Athletics,15613070
1990,Pittsburgh Pirates,15556000
1989,Minnesota Twins,15531666
1992,Houston Astros,15407500
1986,New York Mets,15393714
1988,New York Mets,15269314
1989,Detroit Tigers,15146404
1989,California Angels,15097833
1998,Pittsburgh Pirates,15065000
1989,Houston Astros,15029500
1989,San Francisco Giants,14962834
1994,San Diego Padres,14916333
1986,Los Angeles Dodgers,14913776
1990,Texas Rangers,14874372
1985,Atlanta Braves,14807000
2006,Florida Marlins,14671500
1990,Minnesota Twins,14602000
1988,Kansas City Royals,14556562
1990,Atlanta Braves,14555501
1990,Cleveland Indians,14487000
1985,California Angels,14427894
1986,California Angels,14427258
1986,Boston Red Sox,14402239
1990,Cincinnati Reds,14370000
1987,Chicago Cubs,14307999
1985,New York Yankees,14238204
1989,San Diego Padres,14195000
1987,Baltimore Orioles,13900273
1988,Boston Red Sox,13896092
1987,New York Mets,13846714
1988,Philadelphia Phillies,13838000
1989,Montreal Expos,13807389
1987,Los Angeles Dodgers,13675403
1990,Chicago Cubs,13624000
1988,Baltimore Orioles,13532075
1990,Philadelphia Phillies,13173667
1988,Chicago Cubs,13119198
1986,Kansas City Royals,13043698
1986,Baltimore Orioles,13001258
1988,St. Louis Cardinals,12880000
1988,Detroit Tigers,12869571
1991,Houston Astros,12852500
1987,California Angels,12843499
1989,Pittsburgh Pirates,12737500
1988,Atlanta Braves,12728174
1985,Chicago Cubs,12702917
1986,Toronto Blue Jays,12611047
1987,Houston Astros,12608371
1990,Seattle Mariners,12553667
1988,Minnesota Twins,12462666
1988,San Francisco Giants,12380000
1995,Montreal Expos,12364000
1986,Detroit Tigers,12335714
1988,Houston Astros,12286167
1988,Toronto Blue Jays,12241225
1987,Detroit Tigers,12122881
1988,California Angels,11947388
1986,Cincinnati Reds,11906388
1989,Texas Rangers,11893781
1987,Kansas City Royals,11828056
1985,St. Louis Cardinals,11817083
1987,St. Louis Cardinals,11758000
1987,Oakland Athletics,11680839
1986,Philadelphia Phillies,11590166
1985,Baltimore Orioles,11560712
1989,Milwaukee Brewers,11533000
1987,Philadelphia Phillies,11514233
1986,San Diego Padres,11380693
1985,Milwaukee Brewers,11284107
1989,Atlanta Braves,11112334
1986,Montreal Expos,11103600
1989,Cincinnati Reds,11072000
1987,San Diego Padres,11065796
1985,San Diego Padres,11036583
1985,Los Angeles Dodgers,10967917
